epoch,loss,val_loss
0,2.0802606427007251,0.10500568608965791
1,1.4835869344877222,0.049584126590113888
2,1.0929046902827353,0.039442241366146602
3,0.82494096680168516,0.032278388439084003
4,0.60642042627547221,0.030131210976046079
5,0.42996633510317717,0.026573620193327468
6,0.30329782986327219,0.02475574409469352
7,0.21795529288332366,0.023242701344703982
8,0.15689296224726396,0.022777251380479389
9,0.11632949283771347,0.021542906420092964
10,0.086030389187715897,0.02100711696909207
11,0.067541655359996691,0.021809339531484926
12,0.054301872220413203,0.021241329351647034
13,0.043334912582251583,0.021370483322030925
14,0.036376024931342454,0.020427837168623567
15,0.03156442546669655,0.019648926754683604
16,0.027713893718026274,0.019167500153205723
17,0.024685552973458161,0.018853833075144398
18,0.022711735364793099,0.018396492136576979
19,0.021396739892076092,0.018073122998786686
20,0.020414873777564659,0.017396529536008051
21,0.019623954336523836,0.017979630608825091
22,0.019177470726576464,0.017062911201453611
23,0.019007440500862744,0.017402866665322921
24,0.018667226110936321,0.016930703860734812
25,0.018583149454496496,0.017264826356008518
26,0.018331072909338126,0.016549594380364518
27,0.018104685039180522,0.016492580053429202
28,0.017623922493845246,0.016519268485853635
29,0.01736208042865129,0.016158323476297989
30,0.016619190191427977,0.016951877862073438
31,0.016046474852336418,0.016325340606272221
32,0.0149353718130144,0.016691821079962608
33,0.014293038687595216,0.01720496959989749
34,0.0130690213051837,0.017906370872974788
35,0.012773367785644439,0.017579589878503037
36,0.012034985676614774,0.018029419153830724
37,0.011922268909218377,0.017903566412894568
38,0.011263991192075811,0.018239393931056499
39,0.011135040386596951,0.018581385193229244
40,0.010603183377513727,0.018798219394047706
41,0.010817077457128713,0.018685666883734669
42,0.010167507245409581,0.018708652012017473
43,0.0097945821060484543,0.018911099834748875
44,0.0096332510519358851,0.018672091023157738
45,0.0096094289929701329,0.01838122155076187
46,0.0091448358073047686,0.019056869062121239
47,0.0091156186939323359,0.019015053050233086
48,0.009211986815085095,0.018971919063043002
49,0.0090232141049066839,0.019072169085354571
